Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Criniger_chloronotus,Pycnonotidae,Passeriformes,Criniger chloronotus,21.9,12.6,5.1,6.5,23.7,99.8,13.9,86.1,13.9,89,45,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.13,6.5,1.06,18.8,1204957.83,Extant
Criniger_ndussumensis,Pycnonotidae,Passeriformes,Criniger ndussumensis,18.5,11.1,3.8,5,19.7,86.6,10.9,74.6,12.8,78.1,23,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.98,6.41,1.12,18.75,1455617.86,Extant
Criniger_olivaceus,Pycnonotidae,Passeriformes,Criniger olivaceus,18.1,10.3,3.8,5,21.3,85.6,10.7,75.1,12.5,80.6,28.1,Forest,1,1,Carnivore,Invertivore,Insessorial,4.49,9.29,6.3,-7.18,239103.58,Extant
Hemixos_castanonotus,Pycnonotidae,Passeriformes,Hemixos castanonotus,19.8,11.4,4.6,5,17.4,97.4,19.2,78.2,19.7,89.9,35.3,Forest,1,2,Omnivore,Frugivore,Insessorial,18.16,28.46,24.22,110.8,979934.26,Extant
Hemixos_flavala,Pycnonotidae,Passeriformes,Hemixos flavala,19.6,11.4,4.2,5.2,18,96.2,17,78.5,17.8,89.4,32.5,Forest,1,2,Omnivore,Omnivore,Insessorial,-5.45,31.05,17.27,100.19,1509282.32,Extant
Hypsipetes_borbonicus,Pycnonotidae,Passeriformes,Hypsipetes borbonicus,24.8,13.1,5.1,6.1,25.6,113.2,25,88.3,22,102.2,55.3,Forest,1,1,Herbivore,Frugivore,Insessorial,-21.37,-20.86,-21.12,55.54,2541.14,Extant
Hypsipetes_crassirostris,Pycnonotidae,Passeriformes,Hypsipetes crassirostris,29.7,16.9,6.2,8.5,26.7,135,29.8,104.7,22.2,109.2,79.5,Woodland,2,1,Omnivore,Omnivore,Insessorial,-4.8,-4.2,-4.56,55.52,244.59,Extant
Hypsipetes_leucocephalus,Pycnonotidae,Passeriformes,Hypsipetes leucocephalus,25.8,14.9,5,5.8,18,117.2,28.4,88.8,24.2,98.4,51.8,Forest,1,3,Herbivore,Frugivore,Insessorial,6.16,36.17,24.48,102.04,4852876.3,Extant
Hypsipetes_madagascariensis,Pycnonotidae,Passeriformes,Hypsipetes madagascariensis,24.4,15.5,5.3,6.3,18.4,107.9,25.5,83.1,23.4,86.8,46,Forest,1,1,Herbivore,Omnivore,Insessorial,-25.61,-9.37,-19.36,46.69,591386.99,Extant
Hypsipetes_mcclellandii,Pycnonotidae,Passeriformes,Hypsipetes mcclellandii,26,15.8,5,5.5,18.3,106,19.2,86.8,18.1,107.8,32.5,Woodland,1,1,Omnivore,Omnivore,Insessorial,3.15,32.32,24.56,104.72,2391920.69,Extant
Hypsipetes_nicobariensis,Pycnonotidae,Passeriformes,Hypsipetes nicobariensis,23.3,13.2,5.2,6.2,20.2,97.4,17.8,79.2,18.4,93.5,36,Forest,1,1,Omnivore,Omnivore,Insessorial,7.87,8.57,8.09,93.4,462.76,Extant
Hypsipetes_olivaceus,Pycnonotidae,Passeriformes,Hypsipetes olivaceus,29.3,18.1,6.6,7.6,26.6,131.1,27.2,103.9,20.6,111,75,Forest,1,1,Omnivore,Omnivore,Insessorial,-20.49,-20.29,-20.4,57.53,129.38,Extant
Hypsipetes_parvirostris,Pycnonotidae,Passeriformes,Hypsipetes parvirostris,24.1,13.5,4.4,5.8,18.7,106.5,20.6,85.9,19.4,92.2,59.4,Forest,1,2,Omnivore,Frugivore,Insessorial,-12.41,-11.36,-11.77,43.41,1245.03,Extant
Hypsipetes_thompsoni,Pycnonotidae,Passeriformes,Hypsipetes thompsoni,20.8,11,4.4,4.6,17.9,90.2,17.1,73.2,19,88.2,41.8,Forest,2,3,Herbivore,Frugivore,Insessorial,14.72,23.37,20.09,97.72,186717.31,Extant
Hypsipetes_virescens,Pycnonotidae,Passeriformes,Hypsipetes virescens,19.6,12.9,4.5,5,17.4,88.3,14.7,74.1,16.5,87.6,32.5,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.26,5.41,-0.59,101.43,77712.32,Extant
Iole_indica,Pycnonotidae,Passeriformes,Iole indica,20.1,12,4.8,4.9,18.2,88.2,13.7,73.9,15.7,80.8,30.6,Forest,1,1,Herbivore,Omnivore,Insessorial,5.92,19.41,11.48,77.74,219041.39,Extant
Iole_olivacea,Pycnonotidae,Passeriformes,Iole olivacea,20.6,13.2,5.3,5.4,18.5,87.3,15.6,72,17.9,72,24,Forest,1,1,Omnivore,Omnivore,Insessorial,-6.17,13.52,1.15,108.13,1131173.67,Extant
Iole_propinqua,Pycnonotidae,Passeriformes,Iole propinqua,19.3,11.5,5.1,5.1,18,84.6,13.6,70.9,16.1,83.4,25.9,Forest,1,1,Omnivore,Omnivore,Insessorial,6.83,25.35,17.87,102.9,1237485.99,Extant
Iole_virescens,Pycnonotidae,Passeriformes,Iole virescens,19,13.2,4.8,5.2,18.3,87,15.6,72,17.9,84,25.9,Forest,1,1,Herbivore,Frugivore,Insessorial,12.53,25.56,20.46,95.78,293077.58,Extant
Ixonotus_guttatus,Pycnonotidae,Passeriformes,Ixonotus guttatus,15.7,9.1,3.9,4.3,17.8,87.2,17.4,69.9,19.9,74.6,35.2,Forest,1,1,Omnivore,Frugivore,Insessorial,-7.15,8.95,0.85,15.95,2790568.64,Extant
Ixos_amaurotis,Pycnonotidae,Passeriformes,Ixos amaurotis,29.8,16.2,5.3,6.4,21.6,128.3,27,99.4,21.3,120.6,70.9,Forest,2,2,Herbivore,Frugivore,Insessorial,18.81,48.63,37.68,136.19,482417.45,Extant
Ixos_everetti,Pycnonotidae,Passeriformes,Ixos everetti,27.5,17,5.5,7.1,20,111.6,16,93.2,14.7,97.4,58.3,Forest,1,1,Herbivore,Frugivore,Insessorial,4.64,12.59,8.94,124.62,84575.58,Extant
Ixos_malaccensis,Pycnonotidae,Passeriformes,Ixos malaccensis,26,17.2,5.2,6.5,16.9,104,20.1,83.9,19.4,84.2,37.3,Forest,1,1,Omnivore,Frugivore,Insessorial,-5.95,13.52,1.45,109.69,976235.84,Extant
Ixos_palawanensis,Pycnonotidae,Passeriformes,Ixos palawanensis,19.4,11.4,4.8,5.1,17.8,83.9,13.2,70.6,15.8,74,26.8,Forest,1,1,Omnivore,Omnivore,Insessorial,8.33,11.43,9.73,118.56,11492.84,Extant
Ixos_philippinus,Pycnonotidae,Passeriformes,Ixos philippinus,22.4,13.4,4.9,5.4,18.9,93.9,12.3,81.8,13.1,88.3,38.6,Forest,1,1,Herbivore,Frugivore,Insessorial,5.37,18.65,11.74,123.3,232032.85,Extant
Ixos_rufigularis,Pycnonotidae,Passeriformes,Ixos rufigularis,27.7,17.1,5.4,6.8,21.1,114.3,15.8,98.6,13.8,99,58.7,Forest,1,1,Herbivore,Frugivore,Insessorial,6.4,8.73,7.83,123.34,21991.1,Extant
Ixos_siquijorensis,Pycnonotidae,Passeriformes,Ixos siquijorensis,28.8,17.6,5.9,7.7,23.1,119.5,22.8,96.7,19.1,115.8,38.6,Forest,1,1,Herbivore,Frugivore,Insessorial,9.09,12.68,10.35,123.63,5018.51,Extant
Neolestes_torquatus,Pycnonotidae,Passeriformes,Neolestes torquatus,15.1,7.6,3.6,4.6,20.5,69.2,9.2,60,13.4,64.2,22.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-12.02,1.2,-7.62,20.08,813954.89,Extant
Nicator_chloris,Pycnonotidae,Passeriformes,Nicator chloris,21.5,11.6,4.2,6.4,28.6,100,13.3,89.7,12.8,98.2,46.1,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.27,13.93,0.97,14.5,3969589.79,Extant
Nicator_gularis,Pycnonotidae,Passeriformes,Nicator gularis,23.7,12.6,4.3,6.7,28,103.4,14.2,88.3,13.8,107.2,45.6,Woodland,1,1,Carnivore,Invertivore,Insessorial,-28.53,2.64,-15.33,34.15,940421.62,Extant
Nicator_vireo,Pycnonotidae,Passeriformes,Nicator vireo,19,10.8,3.5,5.3,21.3,80.8,9.1,71.6,11.3,81.8,23.6,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.12,5.75,-1.02,17.73,1466486.16,Extant
Phyllastrephus_albigularis,Pycnonotidae,Passeriformes,Phyllastrephus albigularis,19.4,11.9,4.6,4.7,20.2,76.8,7.5,68.6,9.8,75.9,24.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.15,12.95,2.26,15.33,2151070.32,Extant
Phyllastrephus_baumanni,Pycnonotidae,Passeriformes,Phyllastrephus baumanni,18,10.2,4.2,4.6,20.5,77.4,6.8,69.7,8.9,76.8,27.5,Forest,2,1,Carnivore,Invertivore,Terrestrial,4.76,11.42,7.63,-3.76,446395.6,Extant
Phyllastrephus_cabanisi,Pycnonotidae,Passeriformes,Phyllastrephus cabanisi,19.1,10.7,4.2,4.5,23,83,10.5,72.9,12.6,84.4,34.4,Forest,1,1,Carnivore,Invertivore,Generalist,-17.07,5.12,-7.85,28.99,1995009.69,Extant
Phyllastrephus_cerviniventris,Pycnonotidae,Passeriformes,Phyllastrephus cerviniventris,19.1,10.5,3.6,4,20.7,83,10.6,72.2,12.8,84,27,Shrubland,2,1,Carnivore,Invertivore,Generalist,-18.5,1.23,-11.21,31.63,1170058.23,Extant
Phyllastrephus_debilis,Pycnonotidae,Passeriformes,Phyllastrephus debilis,15.7,8.7,3.6,3.5,18.5,64.3,8.5,55.5,13.3,63.6,14.3,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-25.12,-2.38,-11.45,37.12,206450.63,Extant
Phyllastrephus_fischeri,Pycnonotidae,Passeriformes,Phyllastrephus fischeri,20.7,11.9,3.7,4.4,21.2,82.2,11.1,70.5,13.6,85.1,27,Forest,1,1,Carnivore,Invertivore,Generalist,-14.7,1.33,-7.69,38.68,270855.04,Extant
Phyllastrephus_flavostriatus,Pycnonotidae,Passeriformes,Phyllastrephus flavostriatus,20.7,11.9,3.9,4.5,22.1,87.3,12.3,75,14.1,86.8,28.3,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.52,2.69,-11.59,33.21,444379.94,Extant
Phyllastrephus_fulviventris,Pycnonotidae,Passeriformes,Phyllastrephus fulviventris,21.4,11.7,3.8,4.6,21.2,89,9.8,79.2,11,91,33.3,Forest,2,1,Carnivore,Invertivore,Generalist,-15.52,-4.37,-10.78,14.3,152087.25,Extant
Phyllastrephus_hypochloris,Pycnonotidae,Passeriformes,Phyllastrephus hypochloris,19.1,10.1,4.3,4.3,20,77,6.8,70.2,8.8,80.6,23.1,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.63,5.15,1.21,31.2,134659.57,Extant
Phyllastrephus_icterinus,Pycnonotidae,Passeriformes,Phyllastrephus icterinus,18.1,11.1,4.5,4.3,19.7,72.9,8.1,66.4,10.7,67.6,18.9,Forest,1,1,Omnivore,Invertivore,Insessorial,-6.92,8.84,1.23,14.29,2473953.72,Extant
Phyllastrephus_leucolepis,Pycnonotidae,Passeriformes,Phyllastrephus leucolepis,18,10.3,4.2,4.3,19.1,71,7.5,63.5,10.6,67.6,26.3,NA,1,1,Omnivore,Invertivore,Insessorial,6.15,6.25,6.2,-8.18,99.24,Invalid
Phyllastrephus_lorenzi,Pycnonotidae,Passeriformes,Phyllastrephus lorenzi,16.5,8.9,3.9,4,17.7,69,8.4,60.6,12.2,64,19,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.99,4.68,0.14,29.09,39316.14,Extant
Phyllastrephus_poensis,Pycnonotidae,Passeriformes,Phyllastrephus poensis,20.9,11.3,4,4.6,23.2,79.8,8.2,70.9,10.3,79.6,28.9,Forest,1,1,Carnivore,Invertivore,Insessorial,3.21,7.66,6.02,10.58,44370.69,Extant
Phyllastrephus_poliocephalus,Pycnonotidae,Passeriformes,Phyllastrephus poliocephalus,23.5,12.4,4.3,5.6,26.7,99.2,9.5,86.7,9.9,101.8,53,Forest,1,1,Carnivore,Invertivore,Insessorial,4.04,7.11,5.67,9.76,31377.95,Extant
Phyllastrephus_strepitans,Pycnonotidae,Passeriformes,Phyllastrephus strepitans,19.6,11.1,3.7,4.1,21.1,79.6,7.4,72.6,9.2,83,27.1,Shrubland,2,1,Omnivore,Invertivore,Insessorial,-7.29,13.78,2.43,39.08,1347241.75,Extant
Phyllastrephus_terrestris,Pycnonotidae,Passeriformes,Phyllastrephus terrestris,21.8,12.1,3.8,5,21.7,86.6,8.9,76.6,10.4,85.6,31.1,Forest,1,1,Carnivore,Invertivore,Generalist,-34.7,2.53,-17.27,31.48,2434586.59,Extant
Phyllastrephus_xavieri,Pycnonotidae,Passeriformes,Phyllastrephus xavieri,19.8,11.3,3.8,4.8,19.2,81.6,9.3,73.3,11.2,78.7,22.6,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.21,5.79,1.06,20.75,968575.23,Extant
Pycnonotus_atriceps,Pycnonotidae,Passeriformes,Pycnonotus atriceps,15.7,9.5,4.2,4.6,15.1,77.7,13.1,64,17,67,25.5,Forest,1,1,Herbivore,Frugivore,Insessorial,-8.85,28.88,10.81,103.56,2972073.6,Extant
Pycnonotus_aurigaster,Pycnonotidae,Passeriformes,Pycnonotus aurigaster,19.4,9.8,4.1,4.8,21.9,91.8,14,76.4,15.5,82.4,44.3,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-8.85,30.45,19.97,105.95,2959739.34,Extant
Pycnonotus_barbatus,Pycnonotidae,Passeriformes,Pycnonotus barbatus,18.1,9.6,4.3,5,21.2,93.6,14.1,79.5,15,85.3,32.1,Woodland,2,1,Herbivore,Frugivore,Insessorial,-33.58,37.35,2.82,20.81,19572184.19,Extant
Pycnonotus_bimaculatus,Pycnonotidae,Passeriformes,Pycnonotus bimaculatus,16.9,8.7,4.6,4.7,20,86.2,11.2,75,13,93.8,30,Forest,2,1,Herbivore,Frugivore,Insessorial,-8.41,5.33,-0.94,101.79,95889.01,Extant
Pycnonotus_blanfordi,Pycnonotidae,Passeriformes,Pycnonotus blanfordi,16.7,8.9,3.7,4.5,19,82.6,11.6,70.9,14,81.6,33.4,Shrubland,2,1,Omnivore,Omnivore,Insessorial,5.65,24.07,15.52,101.51,1240819.12,Extant
Pycnonotus_brunneus,Pycnonotidae,Passeriformes,Pycnonotus brunneus,16.5,9.4,4.4,4.8,18.9,82.2,9.8,70.7,12.3,71.7,28.8,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.95,10.72,1.02,108.45,1138188.08,Extant
Pycnonotus_cafer,Pycnonotidae,Passeriformes,Pycnonotus cafer,19.4,10.5,4.8,5.3,21.3,94.5,15.7,78.8,16.5,86.2,42.9,Shrubland,2,1,Herbivore,Omnivore,Insessorial,5.92,35.86,23.09,81.28,4173278.58,Extant
Pycnonotus_capensis,Pycnonotidae,Passeriformes,Pycnonotus capensis,19.6,9.8,4,4.6,22,92.8,14.5,78.2,15.7,86.2,38.6,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-34.84,-28.72,-32.65,20.57,151666.39,Extant
Pycnonotus_cyaniventris,Pycnonotidae,Passeriformes,Pycnonotus cyaniventris,14.6,8.6,3.9,3.9,14.2,75.6,13.4,62.8,17.5,58.6,22,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.95,14.54,1.51,108.49,926808.78,Extant
Pycnonotus_erythropthalmos,Pycnonotidae,Passeriformes,Pycnonotus erythropthalmos,13.6,8.6,3.8,3.7,16,74.2,10.8,63.6,14.4,63.8,19.2,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.95,10.79,1.11,108.35,1241474.05,Extant
Pycnonotus_eutilotus,Pycnonotidae,Passeriformes,Pycnonotus eutilotus,18.3,11.8,4.8,5.2,17.7,91.5,17.6,73.4,19.3,77.3,35.3,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.95,14.54,1.44,107.26,821688.28,Extant
Pycnonotus_finlaysoni,Pycnonotidae,Passeriformes,Pycnonotus finlaysoni,16.6,9.1,4,5,18.3,80,10.2,70.3,12.7,79,26.3,Shrubland,2,1,Herbivore,Omnivore,Insessorial,2.11,24.88,15.69,101.83,1359281.19,Extant
Pycnonotus_flavescens,Pycnonotidae,Passeriformes,Pycnonotus flavescens,17.5,8.4,3.9,4.6,19.5,85.4,12.1,73.7,14.2,89.8,28.9,Forest,2,1,Omnivore,Omnivore,Insessorial,1.01,28.11,19.85,100.46,971669.58,Extant
Pycnonotus_goiavier,Pycnonotidae,Passeriformes,Pycnonotus goiavier,18.5,11.2,4.3,5,20.9,87,12.9,75.9,14.5,77.2,27.8,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-9.11,18.7,3.53,109.8,2111233.61,Extant
Pycnonotus_hualon,Pycnonotidae,Passeriformes,Pycnonotus hualon,15.9,7.8,3.8,4.2,18.5,90,13.5,76.5,15,73,37,NA,2,1,Herbivore,Frugivore,Insessorial,16.73,19.81,18.25,104.41,25219.24,Extant
Pycnonotus_jocosus,Pycnonotidae,Passeriformes,Pycnonotus jocosus,17.5,9.1,4.5,4.8,20.5,86.8,12.4,74.8,14.2,88.1,29.5,Shrubland,2,1,Herbivore,Omnivore,Insessorial,2.54,30.91,20.23,93.52,5185044.87,Extant
Pycnonotus_leucogenys,Pycnonotidae,Passeriformes,Pycnonotus leucogenys,17.6,9,3.8,4.6,20.7,93.4,13.7,79.8,14.6,91.8,35.9,Shrubland,2,2,Herbivore,Omnivore,Insessorial,26.67,36.02,30.38,81.49,378023.58,Extant
Pycnonotus_leucogrammicus,Pycnonotidae,Passeriformes,Pycnonotus leucogrammicus,14.9,8.1,3.5,4.1,15.5,86.5,16,70.5,18.5,83,33.5,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.31,5.39,1,99.52,63047.14,Extant
Pycnonotus_leucotis,Pycnonotidae,Passeriformes,Pycnonotus leucotis,15.8,8,4.1,4.9,20,84.6,14.2,71.1,16.6,83.2,27.1,Shrubland,2,2,Herbivore,Omnivore,Insessorial,15.19,35.43,28.39,62.7,2206861.39,Extant
Pycnonotus_luteolus,Pycnonotidae,Passeriformes,Pycnonotus luteolus,17.9,9.4,4,5.3,21.4,83.2,9.3,73.9,11.2,79,34.7,Shrubland,2,1,Herbivore,Frugivore,Insessorial,5.92,24.86,17.13,78.88,1386882.2,Extant
